"","token","skills_count","cuny_count","pct_skills_snippets","pct_cuny_courses"
"3177","data scientist usually",1,0,0.01,0
"3178","scientist usually",1,0,0.01,0
"3179","scientist usually needs",1,0,0.01,0
"3180","usually",2,0,0.02,0
"3181","usually needs",1,0,0.01,0
"3182","usually needs analytical",1,0,0.01,0
"3183","needs",1,0,0.01,0
"3184","needs analytical",1,0,0.01,0
"3185","needs analytical bases",1,0,0.01,0
"3186","analytical",2,0,0.02,0
"3187","analytical bases",1,0,0.01,0
"3188","analytical bases work",1,0,0.01,0
"3189","bases",1,0,0.01,0
"3190","bases work",1,0,0.01,0
"3191","bases work software",1,0,0.01,0
"3192","work software",1,0,0.01,0
"3193","work software engineering",1,0,0.01,0
"3194","software engineering years",1,0,0.01,0
"3195","engineering years",1,0,0.01,0
"3196","engineering years looking",1,0,0.01,0
"3197","years looking",1,0,0.01,0
"3198","years looking job",1,0,0.01,0
"3199","looking job",1,0,0.01,0
"3200","looking job adverts",1,0,0.01,0
"3201","job adverts",1,0,0.01,0
"3202","job adverts data",1,0,0.01,0
"3203","adverts",1,0,0.01,0
"3204","adverts data",1,0,0.01,0
"3205","adverts data scientists",1,0,0.01,0
"3206","data scientists skill",1,0,0.01,0
"3207","scientists skill",1,0,0.01,0
"3208","scientists skill set",1,0,0.01,0
"3209","skill set usually",1,0,0.01,0
"3210","set usually",1,0,0.01,0
"3211","set usually heavily",1,0,0.01,0
"3212","usually heavily",1,0,0.01,0
"3213","usually heavily focussed",1,0,0.01,0
"3214","heavily focussed",1,0,0.01,0
"3215","heavily focussed background",1,0,0.01,0
"3216","focussed",1,0,0.01,0
"3217","focussed background",1,0,0.01,0
"3218","focussed background need",1,0,0.01,0
"3219","background need",1,0,0.01,0
"3220","background need excellent",1,0,0.01,0
"3221","need excellent",1,0,0.01,0
"3222","need excellent analytical",1,0,0.01,0
"3223","excellent analytical",1,0,0.01,0
"3224","excellent analytical skills",1,0,0.01,0
"3225","analytical skills",1,0,0.01,0
"3226","analytical skills experience",1,0,0.01,0
"3227","skills experience",1,0,0.01,0
"3228","skills experience programming",1,0,0.01,0
"3229","experience programming",1,0,0.01,0
"3230","experience programming databases",1,0,0.01,0
"3231","programming databases",1,0,0.01,0
"3232","programming databases strong",1,0,0.01,0
"3233","databases",1,2,0.01,0.105263157894737
"3234","databases strong",1,0,0.01,0
"3235","databases strong writing",1,0,0.01,0
"3236","strong writing",1,0,0.01,0
"3237","strong writing skills",1,0,0.01,0
"3238","writing skills",1,0,0.01,0
"3239","writing skills data",1,0,0.01,0
"3240","scientist job description",1,0,0.01,0
"3241","course",0,27,0,1.42105263157895
"3242","course students",0,7,0,0.368421052631579
"3243","course students learn",0,5,0,0.263157894736842
"3244","students",0,28,0,1.47368421052632
"3245","students learn",0,13,0,0.684210526315789
"3246","students learn aspects",0,1,0,0.0526315789473684
"3247","learn aspects",0,1,0,0.0526315789473684
"3248","learn aspects contemporary",0,1,0,0.0526315789473684
"3249","aspects",0,2,0,0.105263157894737
"3250","aspects contemporary",0,1,0,0.0526315789473684
"3251","aspects contemporary programming",0,1,0,0.0526315789473684
"3252","contemporary",0,2,0,0.105263157894737
"3253","contemporary programming",0,1,0,0.0526315789473684
"3254","contemporary programming important",0,1,0,0.0526315789473684
"3255","programming important",0,1,0,0.0526315789473684
"3256","programming important data",0,1,0,0.0526315789473684
"3257","important data gathering",0,1,0,0.0526315789473684
"3258","data gathering",0,1,0,0.0526315789473684
"3259","data gathering analysis",0,1,0,0.0526315789473684
"3260","gathering analysis",0,1,0,0.0526315789473684
"3261","gathering analysis including",0,1,0,0.0526315789473684
"3262","analysis including",0,1,0,0.0526315789473684
"3263","analysis including real",0,1,0,0.0526315789473684
"3264","including real",0,1,0,0.0526315789473684
"3265","including real time",0,1,0,0.0526315789473684
"3266","real time",0,2,0,0.105263157894737
"3267","real time programming",0,1,0,0.0526315789473684
"3268","time programming",0,1,0,0.0526315789473684
"3269","time programming gui",0,1,0,0.0526315789473684
"3270","programming gui",0,1,0,0.0526315789473684
"3271","programming gui design",0,1,0,0.0526315789473684
"3272","gui",0,2,0,0.105263157894737
"3273","gui design",0,2,0,0.105263157894737
"3274","gui design interactive",0,1,0,0.0526315789473684
"3275","design",0,3,0,0.157894736842105
"3276","design interactive",0,1,0,0.0526315789473684
"3277","design interactive database",0,1,0,0.0526315789473684
"3278","interactive",0,1,0,0.0526315789473684
"3279","interactive database",0,1,0,0.0526315789473684
"3280","interactive database programming",0,1,0,0.0526315789473684
"3281","database programming",0,1,0,0.0526315789473684
"3282","database programming service",0,1,0,0.0526315789473684
"3283","programming service",0,1,0,0.0526315789473684
"3284","programming service oriented",0,1,0,0.0526315789473684
"3285","service oriented",0,1,0,0.0526315789473684
"3286","service oriented architecture",0,1,0,0.0526315789473684
"3287","oriented",0,1,0,0.0526315789473684
"3288","oriented architecture",0,1,0,0.0526315789473684
"3289","oriented architecture data",0,1,0,0.0526315789473684
"3290","architecture",0,2,0,0.105263157894737
"3291","architecture data",0,1,0,0.0526315789473684
"3292","architecture data collection",0,1,0,0.0526315789473684
"3293","data collection without",0,1,0,0.0526315789473684
"3294","collection without",0,1,0,0.0526315789473684
"3295","collection without databases",0,1,0,0.0526315789473684
"3296","without databases",0,2,0,0.105263157894737
"3297","without databases machine",0,1,0,0.0526315789473684
"3298","databases machine",0,1,0,0.0526315789473684
"3299","databases machine learning",0,1,0,0.0526315789473684
"3300","machine learning data",0,1,0,0.0526315789473684
"3301","learning data",0,1,0,0.0526315789473684
"3302","learning data mining",0,1,0,0.0526315789473684
"3303","data mining",0,1,0,0.0526315789473684
"3304","data mining techniques",0,1,0,0.0526315789473684
"3305","mining",0,2,0,0.105263157894737
"3306","mining techniques",0,2,0,0.105263157894737
"3307","mining techniques gis",0,1,0,0.0526315789473684
"3308","techniques gis",0,1,0,0.0526315789473684
"3309","techniques gis programming",0,1,0,0.0526315789473684
"3310","gis",0,2,0,0.105263157894737
"3311","gis programming",0,1,0,0.0526315789473684
"3312","gis programming computer",0,1,0,0.0526315789473684
"3313","programming computer",0,1,0,0.0526315789473684
"3314","programming computer security",0,1,0,0.0526315789473684
"3315","computer security",0,1,0,0.0526315789473684
"3316","computer security issues",0,1,0,0.0526315789473684
"3317","security",0,4,0,0.210526315789474
"3318","security issues",0,2,0,0.105263157894737
"3319","security issues addressed",0,1,0,0.0526315789473684
"3320","issues",0,3,0,0.157894736842105
"3321","issues addressed",0,1,0,0.0526315789473684
"3322","issues addressed overall",0,1,0,0.0526315789473684
"3323","addressed",0,1,0,0.0526315789473684
"3324","addressed overall",0,1,0,0.0526315789473684
"3325","addressed overall computer",0,1,0,0.0526315789473684
"3326","overall",0,1,0,0.0526315789473684
"3327","overall computer",0,1,0,0.0526315789473684
"3328","overall computer architecture",0,1,0,0.0526315789473684
"3329","computer architecture",0,1,0,0.0526315789473684
"3330","computer architecture students",0,1,0,0.0526315789473684
"3331","architecture students",0,1,0,0.0526315789473684
"3332","architecture students required",0,1,0,0.0526315789473684
"3333","students required",0,2,0,0.105263157894737
"3334","students required create",0,2,0,0.105263157894737
"3335","required create",0,2,0,0.105263157894737
"3336","required create working",0,2,0,0.105263157894737
"3337","create working",0,2,0,0.105263157894737
"3338","create working system",0,2,0,0.105263157894737
"3339","working system",0,2,0,0.105263157894737
"3340","working system large",0,2,0,0.105263157894737
"3341","system",0,7,0,0.368421052631579
"3342","system large",0,2,0,0.105263157894737
"3343","system large volume",0,2,0,0.105263157894737
"3344","large",0,5,0,0.263157894736842
"3345","large volume",0,2,0,0.105263157894737
"3346","large volume data",0,2,0,0.105263157894737
"3347","volume",0,2,0,0.105263157894737
"3348","volume data",0,2,0,0.105263157894737
"3349","volume data using",0,2,0,0.105263157894737
"3350","data using",0,3,0,0.157894736842105
"3351","data using publically",0,2,0,0.105263157894737
"3352","using publically",0,2,0,0.105263157894737
"3353","using publically available",0,2,0,0.105263157894737
"3354","publically",0,2,0,0.105263157894737
"3355","publically available",0,2,0,0.105263157894737
"3356","publically available data",0,2,0,0.105263157894737
"3357","available",0,3,0,0.157894736842105
"3358","available data",0,2,0,0.105263157894737
"3359","available data sets",0,2,0,0.105263157894737
"3360","data sets",0,9,0,0.473684210526316
"3361","data sets course",0,3,0,0.157894736842105
"3362","sets course",0,3,0,0.157894736842105
"3363","sets course cover",0,1,0,0.0526315789473684
"3364","course cover",0,3,0,0.157894736842105
"3365","course cover basic",0,1,0,0.0526315789473684
"3366","cover",0,3,0,0.157894736842105
"3367","cover basic",0,1,0,0.0526315789473684
"3368","cover basic differential",0,1,0,0.0526315789473684
"3369","basic differential",0,1,0,0.0526315789473684
"3370","basic differential integral",0,1,0,0.0526315789473684
"3371","differential",0,1,0,0.0526315789473684
"3372","differential integral",0,1,0,0.0526315789473684
"3373","differential integral calculus",0,1,0,0.0526315789473684
"3374","integral",0,1,0,0.0526315789473684
"3375","integral calculus",0,1,0,0.0526315789473684
"3376","integral calculus viewpoint",0,1,0,0.0526315789473684
"3377","calculus viewpoint",0,1,0,0.0526315789473684
"3378","calculus viewpoint numerical",0,1,0,0.0526315789473684
"3379","viewpoint",0,1,0,0.0526315789473684
"3380","viewpoint numerical",0,1,0,0.0526315789473684
"3381","viewpoint numerical methods",0,1,0,0.0526315789473684
"3382","numerical methods",0,1,0,0.0526315789473684
"3383","numerical methods basic",0,1,0,0.0526315789473684
"3384","methods",0,4,0,0.210526315789474
"3385","methods basic",0,1,0,0.0526315789473684
"3386","methods basic probability",0,1,0,0.0526315789473684
"3387","basic probability",0,1,0,0.0526315789473684
"3388","basic probability concepts",0,1,0,0.0526315789473684
"3389","probability concepts",0,1,0,0.0526315789473684
"3390","probability concepts emphasis",0,1,0,0.0526315789473684
"3391","concepts emphasis",0,1,0,0.0526315789473684
"3392","concepts emphasis modeling",0,1,0,0.0526315789473684
"3393","emphasis",0,6,0,0.315789473684211
"3394","emphasis modeling",0,1,0,0.0526315789473684
"3395","emphasis modeling applications",0,1,0,0.0526315789473684
"3396","modeling",0,8,0,0.421052631578947
"3397","modeling applications",0,1,0,0.0526315789473684
"3398","modeling applications number",0,1,0,0.0526315789473684
"3399","applications",0,3,0,0.157894736842105
"3400","applications number",0,1,0,0.0526315789473684
"3401","applications number different",0,1,0,0.0526315789473684
"3402","number",0,2,0,0.105263157894737
"3403","number different",0,1,0,0.0526315789473684
"3404","number different fields",0,1,0,0.0526315789473684
"3405","different fields",0,1,0,0.0526315789473684
"3406","different fields make",0,1,0,0.0526315789473684
"3407","fields make",0,1,0,0.0526315789473684
"3408","fields make use",0,1,0,0.0526315789473684
"3409","make use",0,2,0,0.105263157894737
"3410","make use analytics",0,1,0,0.0526315789473684
"3411","use analytics",0,1,0,0.0526315789473684
"3412","use analytics differing",0,1,0,0.0526315789473684
"3413","analytics differing",0,1,0,0.0526315789473684
"3414","analytics differing ways",0,1,0,0.0526315789473684
"3415","differing",0,2,0,0.105263157894737
"3416","differing ways",0,1,0,0.0526315789473684
"3417","differing ways e",0,1,0,0.0526315789473684
"3418","ways",0,2,0,0.105263157894737
"3419","ways e",0,1,0,0.0526315789473684
"3420","ways e g",0,1,0,0.0526315789473684
"3421","e",0,3,0,0.157894736842105
"3422","e g",0,3,0,0.157894736842105
"3423","e g business",0,1,0,0.0526315789473684
"3424","g",0,3,0,0.157894736842105
"3425","g business",0,1,0,0.0526315789473684
"3426","g business urban",0,1,0,0.0526315789473684
"3427","business urban",0,1,0,0.0526315789473684
"3428","business urban systems",0,1,0,0.0526315789473684
"3429","urban",0,2,0,0.105263157894737
"3430","urban systems",0,2,0,0.105263157894737
"3431","urban systems social",0,1,0,0.0526315789473684
"3432","systems",0,13,0,0.684210526315789
"3433","systems social",0,1,0,0.0526315789473684
"3434","systems social networks",0,1,0,0.0526315789473684
"3435","social",0,10,0,0.526315789473684
"3436","social networks",0,4,0,0.210526315789474
"3437","social networks course",0,1,0,0.0526315789473684
"3438","networks",0,5,0,0.263157894736842
"3439","networks course",0,1,0,0.0526315789473684
"3440","networks course incorporate",0,1,0,0.0526315789473684
"3441","course incorporate",0,1,0,0.0526315789473684
"3442","course incorporate basic",0,1,0,0.0526315789473684
"3443","incorporate",0,1,0,0.0526315789473684
"3444","incorporate basic",0,1,0,0.0526315789473684
"3445","incorporate basic linear",0,1,0,0.0526315789473684
"3446","basic linear",0,1,0,0.0526315789473684
"3447","basic linear matrix",0,1,0,0.0526315789473684
"3448","linear matrix",0,1,0,0.0526315789473684
"3449","linear matrix algebra",0,1,0,0.0526315789473684
"3450","matrix",0,1,0,0.0526315789473684
"3451","matrix algebra",0,1,0,0.0526315789473684
"3452","matrix algebra statistical",0,1,0,0.0526315789473684
"3453","algebra statistical",0,1,0,0.0526315789473684
"3454","algebra statistical programming",0,1,0,0.0526315789473684
"3455","statistical programming",0,1,0,0.0526315789473684
"3456","statistical programming modeling",0,1,0,0.0526315789473684
"3457","programming modeling",0,1,0,0.0526315789473684
"3458","programming modeling packages",0,1,0,0.0526315789473684
"3459","modeling packages",0,2,0,0.105263157894737
"3460","modeling packages used",0,1,0,0.0526315789473684
"3461","packages",0,2,0,0.105263157894737
"3462","packages used",0,1,0,0.0526315789473684
"3463","packages used throughout",0,1,0,0.0526315789473684
"3464","used throughout",0,1,0,0.0526315789473684
"3465","used throughout course",0,1,0,0.0526315789473684
"3466","throughout",0,2,0,0.105263157894737
"3467","throughout course",0,2,0,0.105263157894737
"3468","throughout course covers",0,1,0,0.0526315789473684
"3469","course covers",0,1,0,0.0526315789473684
"3470","course covers basic",0,1,0,0.0526315789473684
"3471","covers",0,1,0,0.0526315789473684
"3472","covers basic",0,1,0,0.0526315789473684
"3473","covers basic techniques",0,1,0,0.0526315789473684
"3474","basic techniques",0,1,0,0.0526315789473684
"3475","basic techniques probability",0,1,0,0.0526315789473684
"3476","techniques probability",0,1,0,0.0526315789473684
"3477","techniques probability statistics",0,1,0,0.0526315789473684
"3478","probability statistics",0,1,0,0.0526315789473684
"3479","probability statistics important",0,1,0,0.0526315789473684
"3480","statistics important",0,1,0,0.0526315789473684
"3481","statistics important field",0,1,0,0.0526315789473684
"3482","important field",0,1,0,0.0526315789473684
"3483","important field data",0,1,0,0.0526315789473684
"3484","field data analytics",0,1,0,0.0526315789473684
"3485","data analytics discrete",0,1,0,0.0526315789473684
"3486","analytics discrete",0,1,0,0.0526315789473684
"3487","analytics discrete probability",0,1,0,0.0526315789473684
"3488","discrete",0,1,0,0.0526315789473684
"3489","discrete probability",0,1,0,0.0526315789473684
"3490","discrete probability models",0,1,0,0.0526315789473684
"3491","probability models",0,1,0,0.0526315789473684
"3492","probability models sampling",0,1,0,0.0526315789473684
"3493","models sampling",0,1,0,0.0526315789473684
"3494","models sampling infinite",0,1,0,0.0526315789473684
"3495","sampling",0,1,0,0.0526315789473684
"3496","sampling infinite",0,1,0,0.0526315789473684
"3497","sampling infinite finite",0,1,0,0.0526315789473684
"3498","infinite",0,1,0,0.0526315789473684
"3499","infinite finite",0,1,0,0.0526315789473684
"3500","infinite finite populations",0,1,0,0.0526315789473684
"3501","finite",0,1,0,0.0526315789473684
"3502","finite populations",0,1,0,0.0526315789473684
"3503","finite populations statistical",0,1,0,0.0526315789473684
"3504","populations",0,1,0,0.0526315789473684
"3505","populations statistical",0,1,0,0.0526315789473684
"3506","populations statistical distributions",0,1,0,0.0526315789473684
"3507","statistical distributions",0,1,0,0.0526315789473684
"3508","statistical distributions basic",0,1,0,0.0526315789473684
"3509","distributions",0,2,0,0.105263157894737
"3510","distributions basic",0,1,0,0.0526315789473684
"3511","distributions basic bayesian",0,1,0,0.0526315789473684
"3512","basic bayesian",0,1,0,0.0526315789473684
"3513","basic bayesian statistics",0,1,0,0.0526315789473684
"3514","bayesian",0,1,0,0.0526315789473684
"3515","bayesian statistics",0,1,0,0.0526315789473684
"3516","bayesian statistics non",0,1,0,0.0526315789473684
"3517","statistics non",0,1,0,0.0526315789473684
"3518","statistics non parametric",0,1,0,0.0526315789473684
"3519","non parametric",0,1,0,0.0526315789473684
"3520","non parametric statistical",0,1,0,0.0526315789473684
"3521","parametric",0,1,0,0.0526315789473684
"3522","parametric statistical",0,1,0,0.0526315789473684
"3523","parametric statistical techniques",0,1,0,0.0526315789473684
"3524","statistical techniques",0,1,0,0.0526315789473684
"3525","statistical techniques categorical",0,1,0,0.0526315789473684
"3526","techniques categorical",0,1,0,0.0526315789473684
"3527","techniques categorical data",0,1,0,0.0526315789473684
"3528","categorical",0,1,0,0.0526315789473684
"3529","categorical data",0,1,0,0.0526315789473684
"3530","categorical data covered",0,1,0,0.0526315789473684
"3531","data covered",0,1,0,0.0526315789473684
"3532","data covered course",0,1,0,0.0526315789473684
"3533","covered",0,3,0,0.157894736842105
"3534","covered course",0,1,0,0.0526315789473684
"3535","covered course statistical",0,1,0,0.0526315789473684
"3536","course statistical",0,1,0,0.0526315789473684
"3537","course statistical concepts",0,1,0,0.0526315789473684
"3538","statistical concepts",0,1,0,0.0526315789473684
"3539","statistical concepts applied",0,1,0,0.0526315789473684
"3540","concepts applied",0,1,0,0.0526315789473684
"3541","concepts applied variety",0,1,0,0.0526315789473684
"3542","applied",0,2,0,0.105263157894737
"3543","applied variety",0,1,0,0.0526315789473684
"3544","applied variety real",0,1,0,0.0526315789473684
"3545","variety",0,3,0,0.157894736842105
"3546","variety real",0,1,0,0.0526315789473684
"3547","variety real world",0,1,0,0.0526315789473684
"3548","real world scenarios",0,1,0,0.0526315789473684
"3549","world scenarios",0,1,0,0.0526315789473684
"3550","world scenarios use",0,1,0,0.0526315789473684
"3551","scenarios",0,2,0,0.105263157894737
"3552","scenarios use",0,1,0,0.0526315789473684
"3553","scenarios use case",0,1,0,0.0526315789473684
"3554","use case",0,2,0,0.105263157894737
"3555","use case studies",0,2,0,0.105263157894737
"3556","case",0,3,0,0.157894736842105
"3557","case studies",0,3,0,0.157894736842105
"3558","case studies customized",0,1,0,0.0526315789473684
"3559","studies",0,3,0,0.157894736842105
"3560","studies customized",0,1,0,0.0526315789473684
"3561","studies customized data",0,1,0,0.0526315789473684
"3562","customized",0,1,0,0.0526315789473684
"3563","customized data",0,1,0,0.0526315789473684
"3564","customized data sets",0,1,0,0.0526315789473684
"3565","sets course students",0,2,0,0.105263157894737
"3566","students learn core",0,1,0,0.0526315789473684
"3567","learn core",0,1,0,0.0526315789473684
"3568","learn core concepts",0,1,0,0.0526315789473684
"3569","core concepts",0,1,0,0.0526315789473684
"3570","core concepts contemporary",0,1,0,0.0526315789473684
"3571","concepts contemporary",0,1,0,0.0526315789473684
"3572","concepts contemporary data",0,1,0,0.0526315789473684
"3573","contemporary data",0,1,0,0.0526315789473684
"3574","contemporary data collection",0,1,0,0.0526315789473684
"3575","data collection management",0,1,0,0.0526315789473684
"3576","collection management",0,1,0,0.0526315789473684
"3577","collection management topics",0,1,0,0.0526315789473684
"3578","management",0,2,0,0.105263157894737
"3579","management topics",0,1,0,0.0526315789473684
"3580","management topics include",0,1,0,0.0526315789473684
"3581","topics",0,9,0,0.473684210526316
"3582","topics include",0,4,0,0.210526315789474
"3583","topics include systems",0,1,0,0.0526315789473684
"3584","include systems",0,1,0,0.0526315789473684
"3585","include systems collecting",0,1,0,0.0526315789473684
"3586","systems collecting",0,1,0,0.0526315789473684
"3587","systems collecting data",0,1,0,0.0526315789473684
"3588","collecting",0,1,0,0.0526315789473684
"3589","collecting data",0,1,0,0.0526315789473684
"3590","collecting data real",0,1,0,0.0526315789473684
"3591","data real",0,1,0,0.0526315789473684
"3592","data real time",0,1,0,0.0526315789473684
"3593","real time sensors",0,1,0,0.0526315789473684
"3594","time sensors",0,1,0,0.0526315789473684
"3595","time sensors open",0,1,0,0.0526315789473684
"3596","sensors",0,1,0,0.0526315789473684
"3597","sensors open",0,1,0,0.0526315789473684
"3598","sensors open data",0,1,0,0.0526315789473684
"3599","open",0,1,0,0.0526315789473684
"3600","open data",0,1,0,0.0526315789473684
"3601","open data sets",0,1,0,0.0526315789473684
"3602","data sets etc",0,1,0,0.0526315789473684
"3603","sets etc",0,1,0,0.0526315789473684
"3604","sets etc implications",0,1,0,0.0526315789473684
"3605","etc implications",0,1,0,0.0526315789473684
"3606","etc implications practice",0,1,0,0.0526315789473684
"3607","implications",0,2,0,0.105263157894737
"3608","implications practice",0,1,0,0.0526315789473684
"3609","implications practice types",0,1,0,0.0526315789473684
"3610","practice",0,1,0,0.0526315789473684
"3611","practice types",0,1,0,0.0526315789473684
"3612","practice types data",0,1,0,0.0526315789473684
"3613","types",0,2,0,0.105263157894737
"3614","types data",0,1,0,0.0526315789473684
"3615","types data textual",0,1,0,0.0526315789473684
"3616","data textual",0,1,0,0.0526315789473684
"3617","data textual quantitative",0,1,0,0.0526315789473684
"3618","textual",0,1,0,0.0526315789473684
"3619","textual quantitative",0,1,0,0.0526315789473684
"3620","textual quantitative qualitative",0,1,0,0.0526315789473684
"3621","quantitative",0,3,0,0.157894736842105
"3622","quantitative qualitative",0,2,0,0.105263157894737
"3623","quantitative qualitative gis",0,1,0,0.0526315789473684
"3624","qualitative",0,2,0,0.105263157894737
"3625","qualitative gis",0,1,0,0.0526315789473684
"3626","qualitative gis etc",0,1,0,0.0526315789473684
"3627","gis etc",0,1,0,0.0526315789473684
"3628","gis etc sources",0,1,0,0.0526315789473684
"3629","etc sources",0,1,0,0.0526315789473684
"3630","etc sources overview",0,1,0,0.0526315789473684
"3631","sources",0,3,0,0.157894736842105
"3632","sources overview",0,1,0,0.0526315789473684
"3633","sources overview use",0,1,0,0.0526315789473684
"3634","overview",0,1,0,0.0526315789473684
"3635","overview use",0,1,0,0.0526315789473684
"3636","overview use data",0,1,0,0.0526315789473684
"3637","use data",0,1,0,0.0526315789473684
"3638","use data including",0,1,0,0.0526315789473684
"3639","data including",0,1,0,0.0526315789473684
"3640","data including much",0,1,0,0.0526315789473684
"3641","including much",0,1,0,0.0526315789473684
"3642","including much collected",0,1,0,0.0526315789473684
"3643","much",0,1,0,0.0526315789473684
"3644","much collected",0,1,0,0.0526315789473684
"3645","much collected distinction",0,1,0,0.0526315789473684
"3646","collected",0,1,0,0.0526315789473684
"3647","collected distinction",0,1,0,0.0526315789473684
"3648","collected distinction data",0,1,0,0.0526315789473684
"3649","distinction",0,1,0,0.0526315789473684
"3650","distinction data",0,1,0,0.0526315789473684
"3651","distinction data information",0,1,0,0.0526315789473684
"3652","data information",0,2,0,0.105263157894737
"3653","data information knowledge",0,1,0,0.0526315789473684
"3654","information knowledge",0,2,0,0.105263157894737
"3655","information knowledge data",0,1,0,0.0526315789473684
"3656","knowledge data",0,1,0,0.0526315789473684
"3657","knowledge data centric",0,1,0,0.0526315789473684
"3658","data centric",0,1,0,0.0526315789473684
"3659","data centric point",0,1,0,0.0526315789473684
"3660","centric",0,1,0,0.0526315789473684
"3661","centric point",0,1,0,0.0526315789473684
"3662","centric point view",0,1,0,0.0526315789473684
"3663","point",0,1,0,0.0526315789473684
"3664","point view",0,1,0,0.0526315789473684
"3665","point view provenance",0,1,0,0.0526315789473684
"3666","view",0,1,0,0.0526315789473684
"3667","view provenance",0,1,0,0.0526315789473684
"3668","view provenance managing",0,1,0,0.0526315789473684
"3669","provenance",0,1,0,0.0526315789473684
"3670","provenance managing",0,1,0,0.0526315789473684
"3671","provenance managing data",0,1,0,0.0526315789473684
"3672","managing",0,1,0,0.0526315789473684
"3673","managing data",0,1,0,0.0526315789473684
"3674","managing data without",0,1,0,0.0526315789473684
"3675","data without",0,1,0,0.0526315789473684
"3676","data without databases",0,1,0,0.0526315789473684
"3677","without databases computer",0,1,0,0.0526315789473684
"3678","databases computer",0,1,0,0.0526315789473684
"3679","databases computer data",0,1,0,0.0526315789473684
"3680","computer data",0,1,0,0.0526315789473684
"3681","computer data security",0,1,0,0.0526315789473684
"3682","data security",0,1,0,0.0526315789473684
"3683","data security data",0,1,0,0.0526315789473684
"3684","security data",0,1,0,0.0526315789473684
"3685","security data cleaning",0,1,0,0.0526315789473684
"3686","data cleaning fusing",0,1,0,0.0526315789473684
"3687","cleaning fusing",0,1,0,0.0526315789473684
"3688","cleaning fusing processing",0,1,0,0.0526315789473684
"3689","fusing",0,1,0,0.0526315789473684
"3690","fusing processing",0,1,0,0.0526315789473684
"3691","fusing processing techniques",0,1,0,0.0526315789473684
"3692","processing techniques",0,1,0,0.0526315789473684
"3693","processing techniques combining",0,1,0,0.0526315789473684
"3694","techniques combining",0,1,0,0.0526315789473684
"3695","techniques combining data",0,1,0,0.0526315789473684
"3696","combining",0,1,0,0.0526315789473684
"3697","combining data",0,1,0,0.0526315789473684
"3698","combining data different",0,1,0,0.0526315789473684
"3699","data different",0,1,0,0.0526315789473684
"3700","data different sources",0,1,0,0.0526315789473684
"3701","different sources",0,1,0,0.0526315789473684
"3702","different sources storage",0,1,0,0.0526315789473684
"3703","sources storage",0,1,0,0.0526315789473684
"3704","sources storage techniques",0,1,0,0.0526315789473684
"3705","storage techniques",0,1,0,0.0526315789473684
"3706","storage techniques including",0,1,0,0.0526315789473684
"3707","techniques including",0,1,0,0.0526315789473684
"3708","techniques including large",0,1,0,0.0526315789473684
"3709","including large",0,1,0,0.0526315789473684
"3710","including large data",0,1,0,0.0526315789473684
"3711","large data",0,2,0,0.105263157894737
"3712","large data sets",0,2,0,0.105263157894737
"3713","data sets storing",0,1,0,0.0526315789473684
"3714","sets storing",0,1,0,0.0526315789473684
"3715","sets storing data",0,1,0,0.0526315789473684
"3716","storing",0,1,0,0.0526315789473684
"3717","storing data",0,1,0,0.0526315789473684
"3718","storing data keeping",0,1,0,0.0526315789473684
"3719","data keeping",0,1,0,0.0526315789473684
"3720","data keeping mind",0,1,0,0.0526315789473684
"3721","keeping",0,1,0,0.0526315789473684
"3722","keeping mind",0,1,0,0.0526315789473684
"3723","keeping mind privacy",0,1,0,0.0526315789473684
"3724","mind",0,2,0,0.105263157894737
"3725","mind privacy",0,1,0,0.0526315789473684
"3726","mind privacy security",0,1,0,0.0526315789473684
"3727","privacy",0,2,0,0.105263157894737
"3728","privacy security",0,1,0,0.0526315789473684
"3729","privacy security issues",0,1,0,0.0526315789473684
"3730","security issues p",0,1,0,0.0526315789473684
"3731","issues p",0,1,0,0.0526315789473684
"3732","issues p p",0,1,0,0.0526315789473684
"3733","p",0,6,0,0.315789473684211
"3734","p p",0,3,0,0.157894736842105
"3735","p p students",0,1,0,0.0526315789473684
"3736","p students",0,1,0,0.0526315789473684
"3737","p students required",0,1,0,0.0526315789473684
"3738","students learn non",0,1,0,0.0526315789473684
"3739","learn non",0,1,0,0.0526315789473684
"3740","learn non statistical",0,1,0,0.0526315789473684
"3741","non statistical",0,1,0,0.0526315789473684
"3742","non statistical aspects",0,1,0,0.0526315789473684
"3743","statistical aspects",0,1,0,0.0526315789473684
"3744","statistical aspects elucidating",0,1,0,0.0526315789473684
"3745","aspects elucidating",0,1,0,0.0526315789473684
"3746","aspects elucidating data",0,1,0,0.0526315789473684
"3747","elucidating",0,1,0,0.0526315789473684
"3748","elucidating data",0,1,0,0.0526315789473684
"3749","elucidating data information",0,1,0,0.0526315789473684
"3750","data information content",0,1,0,0.0526315789473684
"3751","information content",0,1,0,0.0526315789473684
"3752","information content leads",0,1,0,0.0526315789473684
"3753","content",0,1,0,0.0526315789473684
"3754","content leads",0,1,0,0.0526315789473684
"3755","content leads knowledge",0,1,0,0.0526315789473684
"3756","leads",0,1,0,0.0526315789473684
"3757","leads knowledge",0,1,0,0.0526315789473684
"3758","leads knowledge several",0,1,0,0.0526315789473684
"3759","knowledge several",0,1,0,0.0526315789473684
"3760","knowledge several differing",0,1,0,0.0526315789473684
"3761","several differing",0,1,0,0.0526315789473684
"3762","several differing visual",0,1,0,0.0526315789473684
"3763","differing visual",0,1,0,0.0526315789473684
