"","token","skills_count","cuny_count","pct_skills_snippets","pct_cuny_courses"
"2433","code according study",1,0,0.01,0
"2434","according",1,0,0.01,0
"2435","according study",1,0,0.01,0
"2436","according study less",1,0,0.01,0
"2437","study",1,0,0.01,0
"2438","study less",1,0,0.01,0
"2439","study less data",1,0,0.01,0
"2440","less data scientists",1,0,0.01,0
"2441","data scientists ml",1,0,0.01,0
"2442","scientists ml",1,0,0.01,0
"2443","scientists ml engineers",1,0,0.01,0
"2444","ml engineers",1,0,0.01,0
"2445","ml engineers since",1,0,0.01,0
"2446","engineers",1,0,0.01,0
"2447","engineers since",1,0,0.01,0
"2448","engineers since skill",1,0,0.01,0
"2449","since",1,1,0.01,0.0526315789473684
"2450","since skill",1,0,0.01,0
"2451","since skill sets",1,0,0.01,0
"2452","skill sets data",1,0,0.01,0
"2453","sets data",1,0,0.01,0
"2454","sets data science",1,0,0.01,0
"2455","data science commonly",1,0,0.01,0
"2456","science commonly",1,0,0.01,0
"2457","science commonly categorized",1,0,0.01,0
"2458","commonly",1,0,0.01,0
"2459","commonly categorized",1,0,0.01,0
"2460","commonly categorized main",1,0,0.01,0
"2461","categorized",1,0,0.01,0
"2462","categorized main",1,0,0.01,0
"2463","categorized main important",1,0,0.01,0
"2464","main important",1,0,0.01,0
"2465","main important skills",1,0,0.01,0
"2466","important skills want",1,0,0.01,0
"2467","skills want",1,0,0.01,0
"2468","skills want data",1,0,0.01,0
"2469","want data",1,0,0.01,0
"2470","want data scientist",1,0,0.01,0
"2471","data scientist linear",1,0,0.01,0
"2472","scientist linear",1,0,0.01,0
"2473","scientist linear algebra",1,0,0.01,0
"2474","linear algebra good",1,0,0.01,0
"2475","algebra good",1,0,0.01,0
"2476","algebra good add",1,0,0.01,0
"2477","good add",1,0,0.01,0
"2478","good add data",1,0,0.01,0
"2479","add",1,0,0.01,0
"2480","add data",1,0,0.01,0
"2481","add data science",1,0,0.01,0
"2482","science skill arsenal",1,0,0.01,0
"2483","skill arsenal",1,0,0.01,0
"2484","skill arsenal scope",1,0,0.01,0
"2485","arsenal",1,0,0.01,0
"2486","arsenal scope",1,0,0.01,0
"2487","arsenal scope role",1,0,0.01,0
"2488","scope",1,0,0.01,0
"2489","scope role",1,0,0.01,0
"2490","scope role skills",1,0,0.01,0
"2491","role skills",1,0,0.01,0
"2492","role skills required",1,0,0.01,0
"2493","skills required business",1,0,0.01,0
"2494","required business",1,0,0.01,0
"2495","required business problem",1,0,0.01,0
"2496","business problem data",1,0,0.01,0
"2497","problem data",1,0,0.01,0
"2498","problem data collection",1,0,0.01,0
"2499","data collection",1,2,0.01,0.105263157894737
"2500","data collection identification",1,0,0.01,0
"2501","collection",1,2,0.01,0.105263157894737
"2502","collection identification",1,0,0.01,0
"2503","collection identification data",1,0,0.01,0
"2504","identification",1,0,0.01,0
"2505","identification data",1,0,0.01,0
"2506","identification data exploration",1,0,0.01,0
"2507","data exploration",1,0,0.01,0
"2508","data exploration analysis",1,0,0.01,0
"2509","exploration",1,0,0.01,0
"2510","exploration analysis",1,0,0.01,0
"2511","exploration analysis machine",1,0,0.01,0
"2512","analysis machine",1,0,0.01,0
"2513","analysis machine learning",1,0,0.01,0
"2514","learning model analysis",1,0,0.01,0
"2515","model analysis",1,0,0.01,0
"2516","model analysis college",1,0,0.01,0
"2517","analysis college",1,0,0.01,0
"2518","analysis college degree",1,0,0.01,0
"2519","college",1,0,0.01,0
"2520","college degree",1,0,0.01,0
"2521","college degree data",1,0,0.01,0
"2522","degree",1,0,0.01,0
"2523","degree data",1,0,0.01,0
"2524","degree data science",1,0,0.01,0
"2525","data science makes",1,0,0.01,0
"2526","science makes",1,0,0.01,0
"2527","science makes difficult",1,0,0.01,0
"2528","makes",2,0,0.02,0
"2529","makes difficult",1,0,0.01,0
"2530","makes difficult convince",1,0,0.01,0
"2531","difficult",2,0,0.02,0
"2532","difficult convince",1,0,0.01,0
"2533","difficult convince others",1,0,0.01,0
"2534","convince",1,0,0.01,0
"2535","convince others",1,0,0.01,0
"2536","convince others skills",1,0,0.01,0
"2537","others",1,0,0.01,0
"2538","others skills",1,0,0.01,0
"2539","others skills job",1,0,0.01,0
"2540","skills job",1,0,0.01,0
"2541","skills job experience",1,0,0.01,0
"2542","job experience",1,0,0.01,0
"2543","job experience makes",1,0,0.01,0
"2544","experience makes",1,0,0.01,0
"2545","experience makes even",1,0,0.01,0
"2546","makes even",1,0,0.01,0
"2547","makes even difficult",1,0,0.01,0
"2548","even",1,0,0.01,0
"2549","even difficult",1,0,0.01,0
"2550","even difficult yet",1,0,0.01,0
"2551","difficult yet",1,0,0.01,0
"2552","difficult yet many",1,0,0.01,0
"2553","yet many",1,0,0.01,0
"2554","yet many forget",1,0,0.01,0
"2555","many forget",1,0,0.01,0
"2556","many forget third",1,0,0.01,0
"2557","forget third",1,0,0.01,0
"2558","forget third layer",1,0,0.01,0
"2559","third layer",1,0,0.01,0
"2560","third layer becoming",1,0,0.01,0
"2561","layer",1,0,0.01,0
"2562","layer becoming",1,0,0.01,0
"2563","layer becoming quality",1,0,0.01,0
"2564","becoming quality",1,0,0.01,0
"2565","becoming quality data",1,0,0.01,0
"2566","quality",1,1,0.01,0.0526315789473684
"2567","quality data",1,0,0.01,0
"2568","quality data scientist",1,0,0.01,0
"2569","data scientist put",1,0,0.01,0
"2570","scientist put",1,0,0.01,0
"2571","scientist put finishing",1,0,0.01,0
"2572","put",1,0,0.01,0
"2573","put finishing",1,0,0.01,0
"2574","put finishing touches",1,0,0.01,0
"2575","finishing",1,0,0.01,0
"2576","finishing touches",1,0,0.01,0
"2577","finishing touches data",1,0,0.01,0
"2578","touches",1,0,0.01,0
"2579","touches data",1,0,0.01,0
"2580","touches data science",1,0,0.01,0
"2581","skill set discussing",1,0,0.01,0
"2582","set discussing",1,0,0.01,0
"2583","set discussing detail",1,0,0.01,0
"2584","discussing",1,0,0.01,0
"2585","discussing detail",1,0,0.01,0
"2586","discussing detail skills",1,0,0.01,0
"2587","detail skills",1,0,0.01,0
"2588","detail skills concepts",1,0,0.01,0
"2589","skills concepts",1,0,0.01,0
"2590","skills concepts similarities",1,0,0.01,0
"2591","concepts",1,4,0.01,0.210526315789474
"2592","concepts similarities",1,0,0.01,0
"2593","concepts similarities differences",1,0,0.01,0
"2594","similarities differences",1,0,0.01,0
"2595","similarities differences two",1,0,0.01,0
"2596","two positions please",1,0,0.01,0
"2597","positions please",1,0,0.01,0
"2598","positions please read",1,0,0.01,0
"2599","please",1,0,0.01,0
"2600","please read",1,0,0.01,0
"2601","please read discussion",1,0,0.01,0
"2602","read discussion",1,0,0.01,0
"2603","read discussion data",1,0,0.01,0
"2604","discussion",1,0,0.01,0
"2605","discussion data",1,0,0.01,0
"2606","discussion data science",1,0,0.01,0
"2607","science data science",1,0,0.01,0
"2608","data science reaching",1,0,0.01,0
"2609","science reaching",1,0,0.01,0
"2610","science reaching end",1,0,0.01,0
"2611","reaching",1,0,0.01,0
"2612","reaching end",1,0,0.01,0
"2613","reaching end hype",1,0,0.01,0
"2614","end hype",1,0,0.01,0
"2615","end hype cycle",1,0,0.01,0
"2616","hype cycle",1,0,0.01,0
"2617","hype cycle skills",1,0,0.01,0
"2618","cycle",1,0,0.01,0
"2619","cycle skills",1,0,0.01,0
"2620","cycle skills becoming",1,0,0.01,0
"2621","skills becoming",1,0,0.01,0
"2622","skills becoming data",1,0,0.01,0
"2623","becoming data",1,0,0.01,0
"2624","becoming data scientist",1,0,0.01,0
"2625","data scientist changing",1,0,0.01,0
"2626","scientist changing",1,0,0.01,0
"2627","scientist changing besides",1,0,0.01,0
"2628","changing besides",1,0,0.01,0
"2629","changing besides fiddling",1,0,0.01,0
"2630","besides",1,0,0.01,0
"2631","besides fiddling",1,0,0.01,0
"2632","besides fiddling best",1,0,0.01,0
"2633","fiddling",1,0,0.01,0
"2634","fiddling best",1,0,0.01,0
"2635","fiddling best important",1,0,0.01,0
"2636","best important",1,0,0.01,0
"2637","best important thing",1,0,0.01,0
"2638","important thing",1,0,0.01,0
"2639","important thing got",1,0,0.01,0
"2640","thing",1,0,0.01,0
"2641","thing got",1,0,0.01,0
"2642","thing got skills",1,0,0.01,0
"2643","got skills",1,0,0.01,0
"2644","got skills data",1,0,0.01,0
"2645","data scientist find",1,0,0.01,0
"2646","scientist find",1,0,0.01,0
"2647","scientist find job",1,0,0.01,0
"2648","find",3,1,0.03,0.0526315789473684
"2649","find job",1,0,0.01,0
"2650","find job start",1,0,0.01,0
"2651","job start",1,0,0.01,0
"2652","job start career",1,0,0.01,0
"2653","start career",1,0,0.01,0
"2654","start career data",1,0,0.01,0
"2655","career data",1,0,0.01,0
"2656","career data science",1,0,0.01,0
"2657","data science sure",1,0,0.01,0
"2658","science sure",1,0,0.01,0
"2659","science sure take",1,0,0.01,0
"2660","sure",1,0,0.01,0
"2661","sure take",1,0,0.01,0
"2662","sure take deep",1,0,0.01,0
"2663","take",1,0,0.01,0
"2664","take deep",1,0,0.01,0
"2665","take deep dive",1,0,0.01,0
"2666","deep",1,1,0.01,0.0526315789473684
"2667","deep dive",1,0,0.01,0
"2668","deep dive big",1,0,0.01,0
"2669","dive",1,0,0.01,0
"2670","dive big",1,0,0.01,0
"2671","dive big sea",1,0,0.01,0
"2672","big sea",1,0,0.01,0
"2673","big sea data",1,0,0.01,0
"2674","sea",1,0,0.01,0
"2675","sea data",1,0,0.01,0
"2676","sea data science",1,0,0.01,0
"2677","data science need",1,0,0.01,0
"2678","science need",1,0,0.01,0
"2679","science need familiarize",1,0,0.01,0
"2680","need familiarize",1,0,0.01,0
"2681","need familiarize basics",1,0,0.01,0
"2682","familiarize",1,0,0.01,0
"2683","familiarize basics",1,0,0.01,0
"2684","familiarize basics first",1,0,0.01,0
"2685","basics",1,2,0.01,0.105263157894737
"2686","basics first",1,0,0.01,0
"2687","basics first important",1,0,0.01,0
"2688","first important",1,0,0.01,0
"2689","first important skills",1,0,0.01,0
"2690","important skills need",1,0,0.01,0
"2691","skills need dsc's",1,0,0.01,0
"2692","need dsc's",1,0,0.01,0
"2693","need dsc's mission",1,0,0.01,0
"2694","dsc's",1,0,0.01,0
"2695","dsc's mission",1,0,0.01,0
"2696","dsc's mission nurture",1,0,0.01,0
"2697","mission",1,0,0.01,0
"2698","mission nurture",1,0,0.01,0
"2699","mission nurture next",1,0,0.01,0
"2700","nurture",1,0,0.01,0
"2701","nurture next",1,0,0.01,0
"2702","nurture next generation",1,0,0.01,0
"2703","next",1,0,0.01,0
"2704","next generation",1,0,0.01,0
"2705","next generation data",1,0,0.01,0
"2706","generation",1,1,0.01,0.0526315789473684
"2707","generation data",1,0,0.01,0
"2708","generation data scientists",1,0,0.01,0
"2709","data scientists career",1,0,0.01,0
"2710","scientists career",1,0,0.01,0
"2711","scientists career training",1,0,0.01,0
"2712","career training",1,0,0.01,0
"2713","career training helping",1,0,0.01,0
"2714","training",1,0,0.01,0
"2715","training helping",1,0,0.01,0
"2716","training helping employers",1,0,0.01,0
"2717","helping",1,0,0.01,0
"2718","helping employers",1,0,0.01,0
"2719","helping employers find",1,0,0.01,0
"2720","employers",1,0,0.01,0
"2721","employers find",1,0,0.01,0
"2722","employers find top",1,0,0.01,0
"2723","find top",1,0,0.01,0
"2724","find top talents",1,0,0.01,0
"2725","top talents",1,0,0.01,0
"2726","top talents big",1,0,0.01,0
"2727","talents",1,0,0.01,0
"2728","talents big",1,0,0.01,0
"2729","talents big data",1,0,0.01,0
"2730","big data",1,2,0.01,0.105263157894737
"2731","big data data",1,0,0.01,0
"2732","data science exciting",1,0,0.01,0
"2733","science exciting",1,0,0.01,0
"2734","science exciting rewarding",1,0,0.01,0
"2735","exciting",1,0,0.01,0
"2736","exciting rewarding",1,0,0.01,0
"2737","exciting rewarding fun",1,0,0.01,0
"2738","rewarding",1,0,0.01,0
"2739","rewarding fun",1,0,0.01,0
"2740","rewarding fun however",1,0,0.01,0
"2741","fun",1,0,0.01,0
"2742","fun however",1,0,0.01,0
"2743","fun however many",1,0,0.01,0
"2744","however many people",1,0,0.01,0
"2745","many people",1,0,0.01,0
"2746","many people find",1,0,0.01,0
"2747","people find",1,0,0.01,0
"2748","people find learning",1,0,0.01,0
"2749","find learning",1,0,0.01,0
"2750","find learning process",1,0,0.01,0
"2751","learning process",1,0,0.01,0
"2752","learning process overwhelming",1,0,0.01,0
"2753","process overwhelming",1,0,0.01,0
"2754","process overwhelming jobs",1,0,0.01,0
"2755","overwhelming",1,0,0.01,0
"2756","overwhelming jobs",1,0,0.01,0
"2757","overwhelming jobs expected",1,0,0.01,0
"2758","jobs",1,0,0.01,0
"2759","jobs expected",1,0,0.01,0
"2760","jobs expected require",1,0,0.01,0
"2761","expected require",1,0,0.01,0
"2762","expected require inquisitive",1,0,0.01,0
"2763","require inquisitive",1,0,0.01,0
"2764","require inquisitive data",1,0,0.01,0
"2765","inquisitive data",1,0,0.01,0
"2766","inquisitive data scientist",1,0,0.01,0
"2767","data scientist need",1,0,0.01,0
"2768","scientist need",1,0,0.01,0
"2769","scientist need unquenchable",1,0,0.01,0
"2770","need unquenchable",1,0,0.01,0
"2771","need unquenchable enthusiasm",1,0,0.01,0
"2772","unquenchable",1,0,0.01,0
"2773","unquenchable enthusiasm",1,0,0.01,0
"2774","unquenchable enthusiasm learning",1,0,0.01,0
"2775","enthusiasm",1,0,0.01,0
"2776","enthusiasm learning",1,0,0.01,0
"2777","enthusiasm learning new",1,0,0.01,0
"2778","learning new",1,0,0.01,0
"2779","learning new knowledge",1,0,0.01,0
"2780","new",1,2,0.01,0.105263157894737
"2781","new knowledge",1,0,0.01,0
"2782","new knowledge skills",1,0,0.01,0
"2783","knowledge skills",1,2,0.01,0.105263157894737
"2784","knowledge skills due",1,0,0.01,0
"2785","skills due",2,0,0.02,0
"2786","skills due rapid",1,0,0.01,0
"2787","due",2,0,0.02,0
"2788","due rapid",1,0,0.01,0
"2789","due rapid growth",1,0,0.01,0
"2790","rapid",1,0,0.01,0
"2791","rapid growth",1,0,0.01,0
"2792","rapid growth r",1,0,0.01,0
"2793","growth",2,0,0.02,0
"2794","growth r",1,0,0.01,0
"2795","growth r python",1,0,0.01,0
"2796","r python sql",1,0,0.01,0
"2797","python sql",1,0,0.01,0
"2798","python sql machine",1,0,0.01,0
"2799","sql machine",1,0,0.01,0
"2800","sql machine learning",1,0,0.01,0
"2801","machine learning long",1,0,0.01,0
"2802","learning long",1,0,0.01,0
"2803","learning long time",1,0,0.01,0
"2804","long time",1,0,0.01,0
"2805","long time standard",1,0,0.01,0
"2806","time standard",1,0,0.01,0
"2807","time standard job",1,0,0.01,0
"2808","standard",1,0,0.01,0
"2809","standard job",1,0,0.01,0
"2810","standard job description",1,0,0.01,0
"2811","job description",2,0,0.02,0
"2812","job description data",2,0,0.02,0
"2813","description",2,0,0.02,0
"2814","description data",2,0,0.02,0
"2815","description data scientist",1,0,0.01,0
"2816","data scientist field",1,0,0.01,0
"2817","scientist field",1,0,0.01,0
"2818","scientist field evolving",1,0,0.01,0
"2819","field evolving",1,0,0.01,0
"2820","field evolving top",1,0,0.01,0
"2821","evolving",1,0,0.01,0
"2822","evolving top",1,0,0.01,0
"2823","evolving top tips",1,0,0.01,0
"2824","top tips",1,0,0.01,0
"2825","top tips moving",1,0,0.01,0
"2826","tips",1,0,0.01,0
"2827","tips moving",1,0,0.01,0
"2828","tips moving laterally",1,0,0.01,0
"2829","moving",1,0,0.01,0
"2830","moving laterally",1,0,0.01,0
"2831","moving laterally data",1,0,0.01,0
"2832","laterally",1,0,0.01,0
"2833","laterally data",1,0,0.01,0
"2834","laterally data analytics",1,0,0.01,0
"2835","data analytics",1,1,0.01,0.0526315789473684
"2836","data analytics data",1,0,0.01,0
"2837","data science real",1,0,0.01,0
"2838","science real",1,0,0.01,0
"2839","science real skill",1,0,0.01,0
"2840","real skill",1,0,0.01,0
"2841","real skill data",1,0,0.01,0
"2842","skill data scientist",1,0,0.01,0
"2843","data scientist knowing",1,0,0.01,0
"2844","scientist knowing",1,0,0.01,0
"2845","scientist knowing technology",1,0,0.01,0
"2846","knowing",1,0,0.01,0
"2847","knowing technology",1,0,0.01,0
"2848","knowing technology machine",1,0,0.01,0
"2849","technology machine",1,0,0.01,0
"2850","technology machine article",1,0,0.01,0
"2851","machine article",1,0,0.01,0
"2852","machine article d",0,0,0,0
"2853","article d",0,0,0,0
"2854","article d like",0,0,0,0
"2855","d",1,0,0.01,0
"2856","d like",1,0,0.01,0
"2857","d like review",1,0,0.01,0
"2858","like review",1,0,0.01,0
"2859","like review useful",1,0,0.01,0
"2860","review",1,0,0.01,0
"2861","review useful",1,0,0.01,0
"2862","review useful techniques",1,0,0.01,0
"2863","useful",2,1,0.02,0.0526315789473684
"2864","useful techniques",1,0,0.01,0
"2865","useful techniques consider",1,0,0.01,0
"2866","techniques consider",1,0,0.01,0
"2867","techniques consider conduct",1,0,0.01,0
"2868","consider",1,0,0.01,0
"2869","consider conduct",1,0,0.01,0
"2870","consider conduct data",1,0,0.01,0
"2871","conduct",1,1,0.01,0.0526315789473684
"2872","conduct data",1,0,0.01,0
"2873","conduct data science",1,0,0.01,0
"2874","data science projects",1,0,0.01,0
"2875","science projects",1,0,0.01,0
"2876","science projects illustrate",1,0,0.01,0
"2877","projects",1,0,0.01,0
"2878","projects illustrate",1,0,0.01,0
"2879","projects illustrate similarities",1,0,0.01,0
"2880","illustrate",1,0,0.01,0
"2881","illustrate similarities",1,0,0.01,0
"2882","illustrate similarities data",1,0,0.01,0
"2883","data science software",1,0,0.01,0
"2884","science software",1,0,0.01,0
"2885","science software engineering",1,0,0.01,0
"2886","software",2,4,0.02,0.210526315789474
"2887","software engineering",2,0,0.02,0
"2888","software engineering python",1,0,0.01,0
"2889","engineering python",1,0,0.01,0
"2890","engineering python well",1,0,0.01,0
"2891","python well",1,0,0.01,0
"2892","python well now",1,0,0.01,0
"2893","well",1,6,0.01,0.315789473684211
"2894","well now",1,0,0.01,0
"2895","well now focus",1,0,0.01,0
"2896","now focus",1,0,0.01,0
"2897","now focus main",1,0,0.01,0
"2898","focus main",1,0,0.01,0
"2899","focus main skills",1,0,0.01,0
"2900","main skills goals",1,0,0.01,0
"2901","skills goals",1,0,0.01,0
"2902","skills goals data",1,0,0.01,0
"2903","goals",1,0,0.01,0
"2904","goals data",1,0,0.01,0
"2905","goals data scientist",1,0,0.01,0
"2906","scientist can applying",1,0,0.01,0
"2907","can applying",1,0,0.01,0
"2908","can applying complex",1,0,0.01,0
"2909","applying complex",1,0,0.01,0
"2910","applying complex machine",1,0,0.01,0
"2911","complex machine",1,0,0.01,0
"2912","complex machine learning",1,0,0.01,0
"2913","machine learning methodology",1,0,0.01,0
"2914","learning methodology",1,0,0.01,0
"2915","learning methodology show",1,0,0.01,0
"2916","methodology show",1,0,0.01,0
"2917","methodology show skills",1,0,0.01,0
"2918","show",1,0,0.01,0
"2919","show skills",1,0,0.01,0
"2920","show skills right",1,0,0.01,0
"2921","skills right",1,0,0.01,0
"2922","skills right path",1,0,0.01,0
"2923","right",1,0,0.01,0
"2924","right path",1,0,0.01,0
"2925","right path communicating",1,0,0.01,0
"2926","path",1,0,0.01,0
